price,speed,hd,ssd,ram,screen,touch,usb,battery,backlit,resolution,graphics,cd,multi,premium,ads,trend
3808.801122,64,440,yes,4,17,yes,2,3,yes,2843,integrated,no,None,yes,13,2
4342.779766,68,377,no,7,17,no,3,7,no,3960,dedicated,yes,no,no,23,2
5589.806567,53,242,yes,30,16,yes,3,7,no,3687,dedicated,yes,yes,no,21,4
3783.686785,20,315,yes,12,15,no,2,5,no,3939,dedicated,yes,no,yes,4,1
3599.391234,27,159,yes,8,14,no,4,5,yes,2573,dedicated,yes,no,no,86,3
4556.178081,20,235,no,13,15,no,1,2,yes,3730,dedicated,no,yes,yes,48,3
4827.222962,40,399,yes,30,14,yes,1,9,yes,1870,dedicated,yes,yes,no,63,1
3364.422347,38,440,no,9,14,yes,4,2,no,2070,integrated,no,yes,yes,14,1
5338.471687,92,408,yes,25,16,yes,3,5,no,2996,dedicated,no,no,no,24,3
5444.635673,71,149,yes,30,16,yes,2,2,no,1373,dedicated,yes,yes,no,82,1
2426.022582,23,120,no,6,15,no,4,8,yes,1563,integrated,no,no,no,68,3
4797.337972,55,145,no,11,15,no,1,6,yes,3824,integrated,yes,yes,no,75,2
4415.729453,35,471,yes,7,16,yes,4,8,yes,3632,dedicated,no,yes,yes,73,3
5104.40336,47,322,no,19,14,no,3,6,no,3475,dedicated,yes,no,yes,50,1
3468.935972,25,485,yes,12,16,yes,3,2,yes,2162,integrated,no,no,no,65,4
6144.448504,76,251,no,30,16,no,4,2,yes,2483,integrated,yes,yes,no,90,2
3134.820246,50,132,no,5,15,no,1,7,no,2279,dedicated,yes,yes,no,31,4
4550.776231,23,385,yes,11,17,no,1,3,yes,4002,dedicated,yes,no,no,95,2
3211.659612,60,114,yes,13,17,no,1,6,yes,1393,integrated,no,yes,no,52,2
5062.449721,79,222,yes,2,17,yes,3,4,yes,3548,dedicated,yes,yes,yes,81,4
4806.356752,59,183,yes,19,16,no,2,3,no,3387,dedicated,no,yes,yes,2,2
5030.685931,31,424,yes,20,15,yes,4,4,yes,3950,dedicated,no,no,yes,16,2
3224.5137,33,349,yes,2,15,no,1,4,no,2556,dedicated,yes,no,no,90,4
3003.899819,45,401,no,2,17,no,4,8,no,1584,integrated,yes,yes,yes,68,3
3617.923016,22,446,yes,17,16,no,4,3,yes,1918,dedicated,yes,no,no,45,4
4777.61373,81,420,yes,10,14,no,1,3,yes,3487,integrated,no,yes,no,83,1
4251.874766,44,475,no,17,17,yes,2,8,yes,2467,integrated,no,no,yes,63,4
3940.112543,21,260,no,14,15,no,1,3,no,3625,dedicated,no,yes,no,22,4
3159.201386,34,138,yes,2,14,yes,3,9,yes,2054,dedicated,no,yes,yes,79,3
3982.255333,63,279,no,4,17,yes,2,2,no,2510,dedicated,yes,yes,no,41,4
4757.634321,64,163,yes,20,14,yes,4,3,no,3627,integrated,no,no,no,8,2
5959.217058,77,499,no,28,17,no,2,4,no,2371,dedicated,yes,no,yes,78,3
4982.100446,28,420,yes,21,17,no,3,3,no,4020,dedicated,yes,no,no,55,2
3888.127377,43,382,yes,2,14,yes,2,5,no,3926,dedicated,yes,no,no,65,3
4052.978288,79,135,no,13,15,yes,2,3,yes,1089,dedicated,yes,no,yes,33,4
5527.150711,87,405,yes,21,14,yes,3,8,no,3594,integrated,yes,no,no,79,1
3333.927261,36,182,yes,7,15,yes,3,7,yes,3009,integrated,no,yes,yes,15,2
2375.178143,20,437,yes,5,16,no,3,2,yes,1516,integrated,no,no,no,73,2
3783.143042,59,249,no,3,16,no,2,4,no,3442,integrated,no,yes,no,51,4
4217.816142,55,373,yes,4,15,yes,4,3,no,2816,dedicated,no,no,yes,99,4
6528.80476,97,391,yes,21,16,yes,1,2,no,3563,dedicated,yes,yes,yes,82,1
4550.335094,24,239,no,17,17,no,1,3,yes,2876,dedicated,yes,no,yes,66,3
4811.816138,23,212,no,29,16,yes,3,6,no,3141,dedicated,yes,no,no,5,1
3911.123475,25,409,no,23,15,no,3,6,no,1183,integrated,no,yes,yes,70,2
5714.753414,57,413,no,21,17,yes,3,4,yes,3492,integrated,no,yes,yes,50,3
4347.126166,96,471,yes,6,17,no,4,3,yes,2824,integrated,yes,no,yes,17,2
5554.95476,26,254,no,24,14,no,4,5,yes,3881,dedicated,yes,yes,no,77,4
3494.872911,86,346,no,5,15,yes,2,9,no,1154,dedicated,yes,yes,no,64,3
2752.704806,99,453,yes,2,14,no,2,7,yes,1802,integrated,yes,no,no,12,4
2636.117189,42,399,yes,2,15,no,1,5,yes,1098,dedicated,no,no,yes,74,3
4639.88205,33,109,yes,30,14,yes,4,3,yes,1910,integrated,yes,yes,yes,4,4
3682.429779,45,428,no,3,14,yes,2,3,yes,3228,integrated,yes,no,yes,9,3
4820.584232,86,88,yes,17,15,yes,4,6,no,2750,integrated,yes,yes,no,39,1
3295.468524,65,282,yes,4,15,no,3,3,no,2761,dedicated,yes,no,no,10,4
4170.729744,75,459,no,6,14,no,1,7,yes,3152,dedicated,no,no,yes,52,1
5197.546524,77,238,yes,24,14,no,4,6,yes,1370,dedicated,yes,yes,yes,90,2
4933.089058,97,86,yes,13,15,yes,1,6,no,2835,dedicated,no,yes,no,71,2
3600.245104,39,448,no,22,16,no,2,9,yes,1457,dedicated,no,yes,no,15,4
3230.907186,66,181,no,10,17,no,2,9,no,1466,integrated,yes,yes,yes,13,2
4540.75464,75,151,yes,20,15,yes,2,9,no,1881,dedicated,yes,yes,no,63,3
3233.61556,86,459,no,3,16,no,2,7,yes,1849,integrated,yes,no,no,53,2
3704.718843,22,424,yes,2,16,no,3,2,no,3094,integrated,no,yes,yes,96,1
4209.123271,45,207,no,17,14,yes,1,7,yes,2947,dedicated,yes,yes,no,6,4
3485.306606,20,402,no,16,14,no,2,3,no,1696,dedicated,no,yes,no,66,1
4528.060721,57,457,no,17,17,yes,4,4,yes,1339,integrated,yes,yes,no,92,3
4313.512743,72,155,no,20,16,no,1,9,yes,1668,integrated,no,yes,yes,53,3
4471.709403,24,376,yes,29,15,no,4,7,no,1379,dedicated,yes,yes,yes,62,4
5711.503794,34,393,yes,25,17,no,2,9,no,3733,dedicated,yes,yes,yes,93,3
3365.44282,29,110,yes,8,15,yes,1,5,yes,2750,integrated,no,yes,yes,31,2
2349.283351,36,178,yes,6,17,no,3,8,no,1225,integrated,yes,no,yes,35,3
4230.231449,22,258,yes,20,16,no,1,6,yes,3342,dedicated,no,no,no,60,3
5513.958571,78,498,no,23,14,no,3,3,no,2292,integrated,yes,yes,yes,66,4
4191.631844,73,478,yes,18,16,no,4,9,yes,1733,integrated,yes,yes,yes,32,1
2991.099763,30,495,no,3,15,yes,3,8,no,1619,dedicated,no,no,yes,88,3
4030.561161,77,284,yes,19,15,no,1,2,no,1120,integrated,yes,yes,no,65,1
3415.56555,87,333,no,7,16,no,1,8,yes,1199,dedicated,yes,yes,no,45,4
5982.347261,36,214,no,31,15,no,4,5,yes,3592,dedicated,no,yes,no,75,2
3004.236928,31,444,no,13,16,no,1,8,yes,1666,integrated,yes,no,yes,21,4
4104.402528,76,141,yes,17,15,yes,4,7,yes,2234,integrated,no,no,no,33,1
5931.484362,56,88,no,26,17,yes,3,6,yes,3966,integrated,yes,yes,no,54,4
4456.46242,57,179,yes,21,16,yes,2,9,no,1856,dedicated,no,yes,yes,64,2
3908.792527,30,398,yes,20,15,no,4,9,no,2492,dedicated,yes,yes,no,25,3
3113.292824,39,204,no,15,14,no,4,6,no,1236,integrated,yes,no,no,37,3
5896.756498,69,105,yes,31,15,yes,1,4,no,2804,dedicated,yes,no,yes,80,1
3378.382843,93,211,yes,3,14,no,4,4,no,2105,integrated,no,no,yes,26,3
4758.778457,87,100,yes,28,17,yes,3,9,no,1583,integrated,no,no,yes,27,4
5002.588997,90,336,yes,30,16,no,1,8,yes,1142,dedicated,no,no,no,83,2
4807.18445,83,224,no,15,16,no,1,2,yes,2761,dedicated,no,no,no,51,1
4453.160885,84,385,yes,11,14,no,3,9,no,4080,integrated,no,no,yes,25,1
5335.200192,33,471,yes,30,16,no,4,3,yes,3821,integrated,no,no,no,46,1
4598.30295,84,115,yes,19,17,yes,2,7,no,1989,dedicated,yes,yes,no,44,3
4560.094044,45,148,yes,15,14,yes,4,5,no,3660,integrated,no,no,yes,68,1
4187.092832,43,269,no,18,16,no,4,8,yes,2435,dedicated,no,yes,no,52,1
5608.170392,99,416,yes,22,17,yes,2,8,no,3884,integrated,yes,no,no,32,4
4480.919107,43,163,no,27,15,yes,1,7,no,2060,dedicated,yes,no,yes,24,4
3928.840383,73,350,no,11,15,yes,3,6,yes,1250,integrated,yes,yes,no,77,4
5918.904276,94,133,no,28,14,yes,1,8,no,2854,integrated,yes,yes,yes,43,3
3417.698314,52,320,yes,13,17,no,2,6,yes,1315,integrated,no,no,yes,76,2
4838.959184,50,215,no,21,14,yes,4,6,no,3587,integrated,no,yes,no,28,3
5603.508901,51,492,yes,30,15,yes,4,5,yes,2339,dedicated,no,yes,yes,43,2
4680.422905,28,3,no,14,14,yes,3,3,no,3913,dedicated,no,no,yes,36,1
4428.069832,42,238,yes,13,16,yes,4,8,no,3299,integrated,yes,yes,no,93,2
4959.888074,24,244,yes,31,16,yes,1,8,yes,3060,dedicated,yes,yes,no,33,1
4149.450881,30,267,yes,19,16,yes,3,5,no,2126,dedicated,yes,no,no,65,2
5690.937841,85,159,no,30,14,yes,4,6,yes,2073,integrated,no,yes,no,52,1
3674.875324,89,257,no,3,17,yes,1,4,yes,1795,integrated,yes,no,yes,27,4
3849.829345,57,161,yes,17,15,no,2,4,yes,1652,integrated,no,yes,no,70,2
5480.389234,96,383,yes,21,15,yes,4,7,no,2927,dedicated,yes,yes,yes,13,1
4614.172098,82,234,no,28,15,no,1,9,no,1460,integrated,no,no,no,86,2
5703.019778,91,358,no,16,17,yes,4,3,no,2895,integrated,yes,yes,no,96,4
4760.866187,96,158,yes,12,16,yes,1,8,no,3130,integrated,yes,yes,yes,40,3
4464.921849,41,215,yes,23,14,yes,2,4,no,3239,dedicated,no,no,no,27,1
4042.227415,82,247,yes,19,15,yes,3,8,yes,1209,dedicated,no,no,no,43,4
5418.355644,76,428,yes,22,14,no,3,8,yes,3647,integrated,no,no,yes,61,1
5492.663446,81,228,no,31,15,no,3,6,no,1697,dedicated,no,yes,no,81,3
4447.177837,60,182,no,14,14,no,3,2,no,2434,dedicated,yes,no,no,76,2
4747.598971,69,419,no,23,17,no,3,5,no,2793,dedicated,no,no,no,11,3
4511.530845,48,436,yes,11,16,yes,1,7,yes,3636,integrated,no,yes,yes,49,1
4601.562935,96,322,no,10,14,yes,3,8,yes,2698,dedicated,no,yes,no,32,2
3688.295793,59,188,yes,10,15,yes,3,8,no,2891,integrated,no,no,yes,46,3
5537.568436,97,174,no,20,14,yes,4,8,yes,2838,dedicated,no,no,yes,41,101
4656.883716,92,284,yes,27,16,yes,1,5,no,1509,integrated,no,no,no,55,2
3270.45251,33,157,no,8,15,yes,2,2,no,1842,integrated,yes,yes,no,61,3
4068.774371,36,277,yes,25,15,no,3,6,no,1098,dedicated,yes,yes,yes,53,2
5088.950075,54,388,yes,15,17,no,3,4,yes,3677,dedicated,yes,no,no,84,2
4030.069047,65,112,no,16,16,yes,2,7,no,1625,integrated,yes,no,no,80,3
4656.812441,41,237,no,8,16,None,4,6,no,3970,dedicated,yes,yes,no,54,4
4958.098042,48,288,no,19,16,no,1,5,yes,2616,integrated,no,yes,yes,98,4
4858.144177,36,296,no,11,17,no,4,2,no,3617,integrated,no,yes,yes,91,4
5077.326441,95,174,no,11,14,yes,3,7,yes,2221,integrated,yes,yes,yes,93,2
5316.771337,59,470,no,26,16,no,2,4,no,2282,dedicated,yes,no,no,90,2
4176.803054,51,113,yes,5,17,no,3,8,yes,3352,integrated,yes,yes,yes,89,4
4489.442175,66,226,no,9,15,yes,1,9,no,3886,integrated,yes,no,yes,54,1
5217.111929,92,371,no,15,15,no,1,3,yes,2664,dedicated,no,no,yes,82,2
5376.80639,86,212,yes,20,17,yes,1,7,no,3414,dedicated,yes,yes,no,44,1
3874.032413,67,228,yes,13,17,yes,1,5,no,2316,dedicated,no,yes,no,11,2
4795.076425,64,462,yes,5,17,yes,1,6,yes,3229,dedicated,no,yes,yes,99,1
4817.314564,75,401,no,25,16,yes,4,9,no,1582,integrated,yes,yes,no,72,1
4605.736102,59,423,no,17,16,yes,4,3,no,2454,dedicated,no,yes,no,31,1
5412.748032,57,188,yes,26,17,yes,2,9,yes,3071,dedicated,yes,yes,no,68,2
3863.784193,21,252,yes,20,15,yes,4,5,no,2467,dedicated,yes,no,no,26,1
4987.857949,87,431,no,21,16,yes,1,3,no,1170,integrated,yes,yes,yes,70,1
5375.671469,25,293,no,19,16,yes,3,2,no,3799,integrated,no,yes,yes,84,3
3396.479635,28,254,no,14,15,yes,3,7,yes,1244,dedicated,no,no,no,76,4
3068.644439,30,346,no,6,16,no,1,7,no,2482,dedicated,no,yes,no,42,4
4363.431239,50,491,no,10,15,no,3,5,yes,3179,integrated,no,no,no,96,2
5676.495179,93,269,yes,29,15,yes,3,8,no,2688,integrated,yes,yes,no,53,3
4437.066868,22,406,yes,15,17,yes,1,6,yes,3353,integrated,no,no,yes,90,3
3792.621455,63,133,yes,8,17,yes,1,6,yes,1730,dedicated,yes,yes,yes,50,1
4430.109711,23,264,no,15,16,no,1,7,yes,3930,integrated,no,yes,yes,36,4
5904.458861,92,123,no,17,15,no,4,4,no,3844,integrated,no,yes,yes,79,2
4775.780711,1275,299,yes,17,15,no,3,4,no,3316,integrated,yes,no,yes,25,1
3169.823305,65,86,no,9,16,no,2,7,no,2882,integrated,no,no,no,9,1
2964.42663,27,481,yes,3,14,yes,3,6,yes,3726,integrated,yes,no,no,1,1
3724.86683,71,243,yes,14,15,no,4,6,yes,1287,integrated,yes,yes,no,53,2
5696.145383,29,484,no,28,17,no,1,3,yes,3289,integrated,no,yes,yes,89,1
6510.654901,97,244,yes,26,15,no,4,2,yes,3577,integrated,no,no,yes,98,1
5221.457074,95,485,yes,11,15,no,3,4,yes,3060,dedicated,yes,no,yes,69,3
5561.305585,92,464,yes,18,15,yes,4,2,yes,2335,dedicated,yes,no,no,82,1
4922.999988,64,493,no,2,16,yes,1,5,yes,4082,dedicated,no,no,yes,99,1
4051.840302,25,384,yes,14,14,no,3,2,yes,2375,dedicated,yes,no,yes,60,1
4201.197502,20,467,no,20,15,no,1,6,yes,3678,integrated,no,no,yes,17,1
3387.220828,39,389,no,9,15,yes,2,3,no,1541,integrated,yes,no,yes,60,4
5231.132937,64,167,yes,27,17,no,2,4,no,2862,integrated,no,yes,no,75,2
4803.301471,32,449,no,28,17,no,2,5,no,2579,dedicated,no,yes,no,50,1
5536.885309,26,329,yes,27,17,yes,3,3,yes,3492,integrated,no,no,yes,78,2
4329.719691,59,188,yes,9,15,yes,1,5,no,2630,dedicated,yes,no,yes,89,1
4440.809443,32,294,yes,24,15,yes,3,8,no,2135,integrated,no,no,yes,94,1
3211.355274,69,459,no,7,15,no,1,6,no,1319,dedicated,yes,no,yes,28,3
3685.125762,50,474,yes,16,15,yes,4,2,yes,1322,integrated,no,no,no,57,2
3541.625157,81,321,yes,7,16,no,1,4,no,1749,integrated,yes,no,yes,48,1
4937.951028,41,367,no,26,16,yes,1,7,yes,2208,dedicated,no,yes,yes,46,4
6902.923585,64,233,no,31,17,yes,4,9,no,3878,dedicated,yes,yes,yes,91,2
4150.453595,92,213,yes,17,17,no,2,9,no,1736,integrated,yes,no,no,74,1
3469.023412,47,449,yes,10,17,yes,3,9,no,2045,integrated,no,no,yes,75,1
4991.040036,85,355,no,10,17,yes,4,3,no,2950,dedicated,no,no,yes,48,3
3747.459872,56,294,yes,8,17,yes,3,6,no,3179,integrated,yes,no,no,36,4
4098.586731,26,84,no,8,17,yes,3,7,no,3066,integrated,no,yes,yes,94,3
4242.493983,32,268,yes,30,14,yes,1,3,no,1289,integrated,no,yes,yes,41,3
3047.147562,47,163,no,4,17,yes,1,6,yes,2423,integrated,yes,no,no,32,None
4956.937469,65,86,yes,28,14,no,1,4,no,2637,dedicated,yes,yes,no,14,4
3985.545864,53,377,yes,16,14,no,1,2,no,2400,dedicated,yes,no,yes,17,4
4518.645541,84,117,no,17,16,yes,1,3,no,1580,integrated,no,yes,yes,45,4
3115.438761,45,233,no,9,15,yes,1,8,no,1936,integrated,yes,yes,yes,3,4
4067.984094,33,256,yes,27,15,yes,1,9,no,2105,integrated,no,no,no,82,4
3458.549515,89,493,yes,3,17,no,1,5,no,2412,integrated,no,yes,yes,11,4
5376.149078,60,272,no,27,14,yes,3,7,yes,2858,dedicated,yes,no,no,49,4
4261.471078,62,453,yes,3,17,yes,4,5,yes,3049,integrated,no,yes,yes,68,4
3462.657199,28,477,yes,8,15,no,1,6,yes,2329,dedicated,no,no,yes,88,4
